1,2,3,4,5,unique-pepts,Seq-cover,name-prot,name-gene
16.2576,15.6985,23.8771,22.6391,19.6576,27,52.4,Calpain-2 catalytic subunit,CAPN2
NaN,NaN,24.8626,22.0664,18.5934,13,47.7,TOM1-like protein 1,TOM1L1
NaN,NaN,23.9849,21.689,18.8466,16,51.9,EH domain-containing protein 4,EHD4
NaN,NaN,24.0388,17.9767,15.6384,26,30.2,Valine--tRNA ligase,VARS
21.8057,20.8153,23.3941,20.2278,18.8678,47,28.9,Cation-independent mannose-6-phosphate receptor,IGF2R
24.1719,24.0745,22.2351,NaN,21.7997,13,46.8,Metalloproteinase inhibitor 2,TIMP2
NaN,15.6387,24.6531,23.1585,17.8628,9,55.9,Proliferating cell nuclear antigen,PCNA
NaN,NaN,25.0632,23.6959,20.9746,11,60.2,BAG family molecular chaperone regulator 2,BAG2
NaN,NaN,26.4665,24.8743,22.7414,6,17.8,Sodium-coupled neutral amino acid transporter 2,SLC38A2
19.0759,NaN,25.567,23.8592,21.182,5,49.7,,
NaN,NaN,24.1892,21.4202,NaN,27,43.6,"Methionine--tRNA ligase, cytoplasmic",MARS
20.4358,19.4817,24.7525,23.6311,16.878,13,24.2,Choline transporter-like protein 1,SLC44A1
21.0996,20.1642,25.0275,22.2352,22.5805,11,63.3,F-actin-capping protein subunit alpha-2,CAPZA2
NaN,NaN,24.6021,23.1222,20.443,13,41.3,Eukaryotic translation initiation factor 5,EIF5
NaN,NaN,24.6614,21.1447,20.677,17,36.2,Heterochromatin protein 1-binding protein 3,HP1BP3
NaN,NaN,24.2547,NaN,19.4266,21,25.2,Neural cell adhesion molecule L1,L1CAM
19.7935,NaN,25.0022,24.3791,20.4048,7,45,60S ribosomal protein L23,RPL23
NaN,NaN,24.6755,21.406,16.8369,21,30.3,Importin-7,IPO7
NaN,NaN,NaN,NaN,NaN,1,1.7,Kinesin-like protein KIF21B,KIF21B
NaN,18.3936,24.196,23.862,19.6529,15,61.3,Sialic acid synthase,NANS
NaN,NaN,NaN,25.0205,14.633,16,55.7,Tubulointerstitial nephritis antigen-like,TINAGL1
12.5489,12.3133,24.8777,13.3656,12.5514,14,54.3,Creatine kinase B-type,CKB
23.3013,22.1226,21.9609,22.8847,25.4318,3,25.5,Dermcidin;Survival-promoting peptide;DCD-1,DCD
NaN,NaN,24.6587,22.4708,21.0876,10,41.7,Macrophage-capping protein,CAPG
14.183,NaN,24.3611,20.1695,16.3874,19,38.2,AP-2 complex subunit alpha-2,AP2A2
16.8147,16.0031,24.5252,21.0701,17.2905,21,53.6,26S protease regulatory subunit 7,PSMC2
19.3378,19.3361,25.141,21.7128,21.1327,6,34.2,Transmembrane emp24 domain-containing protein 10,TMED10
16.9036,18.0061,24.9147,23.3641,20.0645,17,59.1,Alcohol dehydrogenase [NADP(+)],AKR1A1
NaN,NaN,24.6661,17.4702,18.011,11,46.7,Coiled-coil domain-containing protein 50,CCDC50
20.2633,20.7216,25.0779,23.705,22.8646,8,51.5,Rho GDP-dissociation inhibitor 1,ARHGDIA
17.5338,NaN,25.0833,21.958,19.5861,6,51.5,40S ribosomal protein S15a,RPS15A
NaN,NaN,23.9022,21.0016,17.4417,28,51.4,Dynamin-1-like protein,DNM1L
22.564,21.2226,20.7998,23.0726,24.2187,12,49.7,Zinc-alpha-2-glycoprotein,AZGP1
NaN,NaN,25.0273,24.1894,19.8204,7,17.6,Monocarboxylate transporter 1,SLC16A1
17.5015,18.0693,24.0315,23.2125,18.5683,17,48.6,"Serine--tRNA ligase, cytoplasmic",SARS
14.3039,12.8921,24.578,21.7094,13.1752,24,45.3,Coatomer subunit gamma-1,COPG1
17.2509,NaN,24.9882,21.2339,18.217,6,21.4,Trophoblast glycoprotein,TPBG
20.6068,19.7387,24.5818,23.865,21.1888,6,66.3,Protein S100-A13,S100A13
17.4757,17.1526,24.5847,21.0639,19.7735,15,27,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS
19.3535,18.4102,23.2799,20.7317,23.2656,22,40.9,"Stress-70 protein, mitochondrial",HSPA9
16.9632,15.8287,24.2542,20.2203,17.5501,23,37.3,Coatomer subunit beta,COPB2
NaN,NaN,25.0825,20.3923,NaN,11,43.2,Biliverdin reductase A,BLVRA
NaN,17.8713,25.2427,23.684,20.6966,8,43.2,Charged multivesicular body protein 3,CHMP3
NaN,NaN,23.4529,20.607,NaN,31,27.4,Low-density lipoprotein receptor-related protein 5,LRP5
23.502,22.0272,21.8599,22.8838,25.0934,3,9.6,Corneodesmosin,CDSN
NaN,NaN,NaN,NaN,NaN,2,18.4,Proteolipid protein 2,PLP2
NaN,NaN,26.4245,25.3825,22.9493,5,21.2,V-type proton ATPase subunit E 1,ATP6V1E1
18.1715,17.9458,25.7605,23.8177,20.8756,3,31.3,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11
19.1574,19.2153,24.8511,23.2133,20.6283,16,68.2,14-3-3 protein epsilon,YWHAE
20.8819,17.8995,24.5961,20.8945,17.0641,13,39.5,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2
NaN,NaN,22.727,24.3242,22.186,12,44.8,Serine/arginine-rich splicing factor 1,SRSF1
NaN,18.108,25.8135,23.4629,20.332,4,29.3,40S ribosomal protein S24,RPS24
NaN,19.1874,24.1352,21.6158,18.9722,25,39.4,"Cysteine--tRNA ligase, cytoplasmic",CARS
15.7789,NaN,24.7197,22.6992,17.7814,14,52.2,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1
18.975,18.4047,23.8684,23.945,19.3287,18,50.8,Ubiquitin carboxyl-terminal hydrolase 14,USP14
18.1972,18.7542,24.5399,22.9552,20.1382,7,43.1,Protein lin-7 homolog C,LIN7C
18.1265,19.6521,24.5513,23.1415,19.9876,11,43.5,Endophilin-A2,SH3GL1
NaN,NaN,26.2422,NaN,21.4723,7,49,Cysteine-rich protein 2,CRIP2
21.1559,20.2037,23.8809,22.4404,19.9509,16,62.6,COP9 signalosome complex subunit 5,COPS5
19.7964,19.7473,23.8739,25.203,20.3659,7,24.3,Farnesyl pyrophosphate synthase,FDPS
NaN,NaN,NaN,NaN,NaN,1,14.3,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7
15.0036,NaN,24.766,21.8056,17.8003,11,52.5,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2
16.1142,NaN,24.6018,22.3062,20.1317,18,39.7,Lupus La protein,SSB
18.1705,NaN,24.7485,23.6743,18.1232,10,46.2,Prefoldin subunit 3,VBP1
15.7755,14.9448,24.0894,23.9126,17.0141,14,35.8,Copine-1,CPNE1
19.3404,NaN,24.998,24.1778,20.3522,6,46.3,60S ribosomal protein L27,RPL27
18.5649,18.4427,25.6992,21.3313,NaN,7,32.5,Phospholipid scramblase 3,PLSCR3
23.4931,23.2957,NaN,NaN,NaN,25,26.4,Nidogen-2,NID2
NaN,NaN,24.7665,22.3334,21.9211,8,50.2,MIT domain-containing protein 1,MITD1
20.2098,20.7507,25.8956,19.9461,NaN,5,56.4,Protein eva-1 homolog B,EVA1B
17.3864,16.6217,24.7445,22.8416,18.1875,9,41.5,60S ribosomal protein L18a,RPL18A
20.0943,19.5984,23.7351,22.0296,NaN,19,31.9,Neuropilin-1,NRP1
22.5819,21.1578,NaN,24.4633,NaN,19,45.2,Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,PLAT
16.9573,NaN,24.8273,21.9767,17.8026,10,43.8,Growth/differentiation factor 15,GDF15
19.8486,20.0846,24.3292,24.5463,19.9118,8,35,60S ribosomal protein L10,RPL10
24.5136,24.0622,24.7266,25.9375,NaN,2,3.7,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2
24.1123,22.3698,17.33,NaN,18.4396,27,42.6,Serotransferrin,TF
NaN,NaN,24.5891,23.1096,22.0638,10,57,Calcyclin-binding protein,CACYBP
16.5471,NaN,21.2642,23.9019,18.9625,25,45,"Glycogen phosphorylase, liver form",PYGL
NaN,NaN,24.8183,22.9374,20.795,19,25.6,Interleukin enhancer-binding factor 3,ILF3
18.9468,NaN,25.3226,24.5571,20.5852,5,24.7,60S ribosomal protein L14,RPL14
17.4222,NaN,24.9172,21.0808,18.4809,13,45.3,Protein kinase C and casein kinase substrate in neurons protein 3,PACSIN3
24.2568,22.9632,24.2378,24.9991,20.0898,8,49.2,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed",FTH1
NaN,NaN,24.8005,21.2769,18.1748,7,40,60S ribosomal protein L32,RPL32
18.0333,18.1012,25.4513,23.8193,20.5645,4,25.5,60S ribosomal protein L24,RPL24
NaN,NaN,24.5734,24.2902,22.2498,9,39.5,BRCA2 and CDKN1A-interacting protein,BCCIP
NaN,NaN,NaN,NaN,NaN,3,4.3,RNA-binding protein 28,RBM28
19.2592,NaN,25.546,22.0534,19.7595,8,64.1,Elongation factor 1-alpha 2,EEF1A2
NaN,NaN,24.7203,23.8746,21.6495,8,53.3,Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like,UBE2N;UBE2NL
NaN,NaN,24.7361,21.7669,18.7892,15,34.1,Protein DEK,DEK
NaN,NaN,24.2811,21.5242,18.183,11,37.8,PDZ domain-containing protein GIPC1,GIPC1
NaN,17.5742,25.4795,23.8969,19.0901,7,25.6,60S ribosomal protein L13a,RPL13A
NaN,NaN,23.6173,24.0205,18.8713,20,52.3,Splicing factor 3A subunit 3,SF3A3
NaN,NaN,25.4181,24.0589,20.5755,4,34.6,Signal recognition particle 14 kDa protein,SRP14
20.058,19.8445,25.4804,23.5527,20.0331,4,37.8,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M
16.2877,NaN,25.0098,20.4631,18.7926,29,46.8,ATP-dependent RNA helicase DDX1,DDX1
21.9041,20.6477,22.5677,21.5739,23.1354,18,37.8,Catalase,CAT
NaN,NaN,25.5794,23.1148,20.6518,6,45,Prostaglandin E synthase 3,PTGES3
NaN,20.0812,24.8174,24.275,23.1417,5,53.2,Small nuclear ribonucleoprotein Sm D3,SNRPD3
17.7288,18.1276,24.29,22.3864,20.5657,12,38.6,Coronin-1C,CORO1C
17.7021,15.2794,24.2843,22.0153,18.8958,16,28.6,Aldehyde dehydrogenase family 16 member A1,ALDH16A1
NaN,NaN,24.112,21.4726,19.3954,20,36.9,Disks large homolog 1,DLG1
19.4062,NaN,24.5727,24.2913,19.9242,7,58.7,Elongation factor 1-beta,EEF1B2
18.3887,18.964,25.8985,23.3322,22.415,5,22.5,60S ribosomal protein L11,RPL11
19.4129,18.5808,24.1637,23.9946,21.4145,10,39.4,Glutathione S-transferase omega-1,GSTO1
NaN,NaN,24.5664,NaN,14.1261,7,43.4,"Alkaline phosphatase, placental-like",ALPPL2
16.5372,NaN,24.2034,20.3776,18.8948,48,15.7,E3 ubiquitin-protein ligase HUWE1,HUWE1
21.8858,20.7668,20.0154,21.6478,23.8851,9,34.8,Arginase-1,ARG1
NaN,NaN,25.0527,22.652,NaN,10,25,Endothelial lipase,LIPG
NaN,NaN,23.209,23.9636,19.3449,11,17.2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2
18.0903,NaN,23.9048,22.6431,17.847,15,45.8,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L
NaN,NaN,24.3472,24.4997,23.2802,4,2.6,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA
15.3685,15.104,24.0798,21.2543,15.8,9,58.5,Guanine nucleotide-binding protein subunit alpha-11,GNA11
22.2949,21.5551,23.1747,22.6352,22.6018,17,50.1,"ATP synthase subunit beta, mitochondrial",ATP5B
NaN,NaN,25.2834,24.0557,22.9896,3,39.1,60S ribosomal protein L22,RPL22
NaN,NaN,24.4245,22.4103,22.7054,16,66,Serpin B6,SERPINB6
24.0605,24.4507,17.0787,17.2644,18.3108,14,35.9,Hemopexin,HPX
20.9323,20.4095,24.1092,23.0243,21.3434,13,40.7,Protein disulfide-isomerase A6,PDIA6
13.2972,NaN,23.8023,17.849,14.8553,30,28.7,Kinectin,KTN1
NaN,NaN,24.498,19.7512,16.8604,16,41.5,Phosphoglucomutase-1,PGM1
17.8818,17.1699,24.5916,23.6745,20.3036,9,32.3,"Malate dehydrogenase, cytoplasmic",MDH1
NaN,NaN,25.7469,22.7663,21.2129,7,19.2,Scavenger receptor class B member 1,SCARB1
NaN,19.0358,24.5937,21.8801,20.648,10,42,Protein CYR61,CYR61
20.3823,20.2987,24.478,22.6622,21.1607,13,54.1,14-3-3 protein eta,YWHAH
23.451,21.7991,22.3881,22.9782,23.9734,12,33.7,Keratinocyte proline-rich protein,KPRP
15.7563,14.6356,24.058,22.3722,14.8369,18,47.7,tRNA-splicing ligase RtcB homolog,RTCB
17.3997,NaN,21.9712,23.7473,19.3819,20,39.5,Lysine--tRNA ligase,KARS
NaN,NaN,NaN,NaN,NaN,6,4.8,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,GBF1
NaN,NaN,24.493,22.3039,18.7886,12,58.7,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1
NaN,NaN,25.3013,22.1403,20.1963,7,36.1,Junctional adhesion molecule A,F11R
19.6644,20.5354,25.585,23.0679,22.1472,8,49.8,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG
NaN,NaN,24.8682,20.7833,19.1051,10,76.9,ADP-ribosylation factor-like protein 3,ARL3
NaN,NaN,25.2309,22.704,21.2736,9,23.4,Heterogeneous nuclear ribonucleoprotein L,HNRNPL
NaN,NaN,24.3981,19.7319,17.1226,7,39.7,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,GSPT1
NaN,18.4762,24.247,23.5187,20.3598,6,44.2,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;UBE2V2
23.7098,22.9368,NaN,NaN,NaN,18,17.3,Collagen alpha-2(IV) chain;Canstatin,COL4A2
NaN,NaN,24.0777,21.7458,19.2478,15,53.1,E3 ubiquitin-protein ligase CHIP,STUB1
19.7294,19.285,25.1845,23.9358,20.6008,6,26.1,40S ribosomal protein S6,RPS6
18.4115,18.4843,24.6974,22.1598,16.4797,17,42.5,26S proteasome non-ATPase regulatory subunit 12,PSMD12
NaN,NaN,25.4218,19.6478,17.5795,8,26.5,Tetraspanin-15,TSPAN15
NaN,NaN,25.2227,21.7403,19.4745,5,34.8,Charged multivesicular body protein 6,CHMP6
19.4985,19.5826,24.7108,21.6298,20.6223,10,74.4,Adenine phosphoribosyltransferase,APRT
22.6723,21.7235,25.4875,21.972,21.8803,2,41,Vesicle-associated membrane protein 3,VAMP3
18.0796,18.1029,25.0701,22.2397,20.7833,6,25.9,MOB kinase activator 1B;MOB kinase activator 1A,MOB1B;MOB1A
23.52,22.3132,22.3197,21.7374,22.8863,4,38.8,Ig gamma-1 chain C region,IGHG1
22.0641,20.8441,20.7275,21.8517,24.112,10,17.8,Gasdermin-A,GSDMA
NaN,NaN,23.9238,20.3977,16.0505,19,22.7,Solute carrier family 12 member 2,SLC12A2
NaN,21.3554,25.5082,23.6663,22.8635,5,49.8,Ran-specific GTPase-activating protein,RANBP1
19.3946,19.3095,25.0669,22.829,21.9148,9,43.8,Toll-interacting protein,TOLLIP
NaN,NaN,23.8218,21.2452,17.7412,22,34.9,Vacuolar protein sorting-associated protein 35,VPS35
17.1764,NaN,25.0074,18.6628,NaN,24,21.5,Poly [ADP-ribose] polymerase 4,PARP4
NaN,NaN,25.0536,22.1449,20.3084,6,60,ADP-ribosylation factor 6,ARF6
19.452,19.5818,24.3787,21.3912,22.1022,13,40.2,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3
NaN,NaN,22.1838,23.8561,21.0805,11,54.8,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2
NaN,NaN,24.0184,23.1109,22.6538,20,56.5,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS
NaN,NaN,24.2899,17.0537,NaN,22,28.7,Thrombospondin type-1 domain-containing protein 4,THSD4
15.4983,14.432,24.3529,15.5403,NaN,16,40.7,Cathepsin F,CTSF
24.9061,23.8336,NaN,22.0898,17.0903,7,6.4,Collagen alpha-1(IV) chain;Arresten,COL4A1
NaN,NaN,25.8565,22.0433,21.4055,29,12.5,Utrophin,UTRN
19.7823,18.98,23.9245,21.8543,20.5246,10,43.6,Septin-11,44085
19.7572,NaN,24.3058,21.895,19.9573,10,44.1,Actin-related protein 2/3 complex subunit 1B,ARPC1B
24.2123,22.9494,25.6185,NaN,NaN,10,35.8,Hyaluronan and proteoglycan link protein 3,HAPLN3
NaN,NaN,24.837,23.2975,21.8069,5,76,Ras-related protein Rap-2b,RAP2B
20.4077,19.9226,24.3077,22.8387,21.5965,6,41.1,Actin-related protein 2/3 complex subunit 4,ARPC4
NaN,NaN,23.5394,20.5627,16.3541,15,41.1,CTP synthase 1,CTPS1
NaN,NaN,23.9694,21.6922,18.3726,15,40.7,Eukaryotic translation initiation factor 3 subunit D,EIF3D
15.9853,NaN,23.8872,21.0297,19.163,22,41.5,Heat shock protein 105 kDa,HSPH1
NaN,NaN,23.631,21.9415,18.8987,18,38.4,Phenylalanine--tRNA ligase beta subunit,FARSB
NaN,NaN,21.8177,NaN,19.2767,13,9.9,Periplakin,PPL
18.5308,NaN,25.3282,19.9093,20.3642,7,28.1,CD276 antigen,CD276
NaN,NaN,21.8771,19.7238,NaN,4,5.9,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,ATP2A2;ATP2A3
20.8715,19.9801,26.168,NaN,NaN,1,77.8,Tubulin alpha-1A chain;Tubulin alpha-3E chain,TUBA1A;TUBA3E
NaN,NaN,24.8714,22.8553,21.1942,14,37,Heterogeneous nuclear ribonucleoprotein R,HNRNPR
NaN,NaN,NaN,NaN,NaN,2,0.9,Dystrophin,DMD
NaN,NaN,25.2455,22.9449,21.1042,6,31.4,40S ribosomal protein S7,RPS7
NaN,NaN,23.5405,23.4357,21.1907,16,32.6,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1
NaN,16.0285,23.7893,20.8632,16.8353,14,53.7,Serine-threonine kinase receptor-associated protein,STRAP
21.4622,20.2156,23.1004,24.8406,21.6971,5,27,Transcriptional activator protein Pur-alpha,PURA
NaN,NaN,23.6371,16.9645,NaN,21,30.4,Transcription elongation factor SPT5,SUPT5H
18.512,NaN,24.0489,21.281,19.8008,6,49.7,Ribose-phosphate pyrophosphokinase 1,PRPS1
17.2155,17.8429,24.9869,23.2289,18.6633,12,54.4,Nucleosome assembly protein 1-like 4,NAP1L4
24.0632,23.1402,NaN,NaN,NaN,10,50.2,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6
NaN,20.6843,23.3066,24.5103,21.4432,11,55.4,Hepatoma-derived growth factor,HDGF
NaN,NaN,23.5905,22.4176,14.6026,18,27.5,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15
15.5139,16.4494,23.861,18.9437,NaN,18,27.2,Cytoplasmic FMR1-interacting protein 1,CYFIP1
NaN,NaN,23.7517,22.8606,20.41,10,44.2,Mitotic checkpoint protein BUB3,BUB3
NaN,NaN,25.2671,23.2879,21.0655,6,46.4,60S ribosomal protein L31,RPL31
NaN,NaN,23.7506,18.9,15.8817,20,21.3,Receptor-type tyrosine-protein phosphatase eta,PTPRJ
NaN,NaN,25.2039,23.3964,21.5577,4,50,60S ribosomal protein L38,RPL38
19.824,NaN,23.5557,24.0098,20.7438,10,65,Carbonyl reductase [NADPH] 1,CBR1
18.7852,19.8144,25.2085,23.5022,21.0381,4,34.3,Golgin subfamily A member 7,GOLGA7
NaN,NaN,23.6637,21.6016,20.2269,20,43.5,Rac GTPase-activating protein 1,RACGAP1
NaN,17.7404,22.1964,23.4709,21.2973,13,48.6,Proteasome activator complex subunit 1,PSME1
NaN,NaN,25.4255,21.555,NaN,5,31.7,Kunitz-type protease inhibitor 2,SPINT2
NaN,17.4687,23.8727,19.8189,19.5852,10,40.3,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2
NaN,NaN,23.8943,19.199,16.3606,15,50.5,26S proteasome non-ATPase regulatory subunit 13,PSMD13
NaN,NaN,25.1087,24.5105,21.0906,5,26.3,Histone H1x,H1FX
NaN,NaN,NaN,NaN,NaN,3,0.6,E3 ubiquitin-protein ligase HERC2,HERC2
NaN,NaN,23.3391,19.4704,NaN,15,42.1,Flotillin-2,FLOT2
NaN,18.666,24.8754,20.1352,21.5319,11,50.6,Ras-related protein Rab-23,RAB23
13.668,13.7197,23.8732,17.5504,14.8994,10,34.7,Kinesin light chain 1,KLC1
16.3201,NaN,23.1524,17.4912,NaN,43,14.6,"Protocadherin Fat 1;Protocadherin Fat 1, nuclear form",FAT1
17.4994,16.7393,24.8541,19.3502,18.1583,7,19.5,Polymerase I and transcript release factor,PTRF
19.167,18.4741,24.4684,22.4331,19.4571,9,46.9,Ras suppressor protein 1,RSU1
18.1211,18.4326,24.4818,23.8977,20.8829,3,9.1,Zinc transporter ZIP14,SLC39A14
NaN,NaN,22.704,23.6018,21.1906,14,34.5,D-3-phosphoglycerate dehydrogenase,PHGDH
NaN,18.3071,24.1534,21.7016,18.9449,12,63.2,Spermidine synthase,SRM
19.6503,19.446,25.5368,22.3241,21.103,3,8.7,Leukocyte surface antigen CD47,CD47
NaN,NaN,24.474,23.2271,NaN,8,27.7,Arrestin domain-containing protein 1,ARRDC1
NaN,NaN,24.5827,23.7036,21.1294,5,28.4,60S ribosomal protein L27a,RPL27A
NaN,NaN,22.7799,21.2589,NaN,42,23.8,Pre-mRNA-processing-splicing factor 8,PRPF8
NaN,17.2222,24.9145,22.0403,18.4062,12,15.4,Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,DAG1
NaN,NaN,24.2418,21.336,18.8065,17,27.3,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L
NaN,NaN,24.0211,21.4805,NaN,24,34.4,Echinoderm microtubule-associated protein-like 4,EML4
NaN,NaN,23.7241,22.0741,19.92,11,37.2,Nuclear migration protein nudC,NUDC
20.3716,20.1542,24.0574,21.9384,21.6127,18,35.4,Calpain-1 catalytic subunit,CAPN1
16.0338,17.0856,23.2082,22.5897,17.0097,18,51.4,Cytosol aminopeptidase,LAP3
17.7102,NaN,23.9284,23.8461,22.4275,8,30,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN
21.1062,20.2349,23.5106,20.2654,18.5437,11,27.5,Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D,PSAP
NaN,19.3781,25.4065,21.1455,22.2237,8,51,Ras-related protein R-Ras2,RRAS2
NaN,18.3778,24.4308,23.5081,21.57,6,70.4,Nucleoside diphosphate kinase A,NME1
NaN,NaN,23.9504,20.1616,18.0931,26,28.5,Protein diaphanous homolog 1,DIAPH1
19.6128,NaN,23.4754,21.4464,21.0188,16,53.9,Flotillin-1,FLOT1
21.4696,21.0708,19.985,21.0754,23.3411,19,27.5,Protein-glutamine gamma-glutamyltransferase K,TGM1
NaN,NaN,23.9716,NaN,18.5054,14,48.2,Coxsackievirus and adenovirus receptor,CXADR
NaN,NaN,23.5587,20.3104,NaN,18,25.3,Solute carrier family 12 member 7,SLC12A7
NaN,NaN,23.8119,21.1326,19.3969,13,30.3,"Asparagine--tRNA ligase, cytoplasmic",NARS
20.0629,19.8427,23.9399,23.3835,16.6357,13,24,Low-density lipoprotein receptor,LDLR
NaN,NaN,NaN,NaN,NaN,1,1.6,Guanylate cyclase soluble subunit alpha-2,GUCY1A2
NaN,NaN,24.8502,23.4705,22.3576,4,70.4,Cystatin-B,CSTB
NaN,NaN,24.2075,21.3695,18.5389,5,54.5,Protein tyrosine phosphatase type IVA 2,PTP4A2
NaN,15.5846,21.8497,23.3381,17.2722,20,48.7,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",PRMT5
NaN,NaN,24.571,22.0105,NaN,7,40.1,Programmed cell death protein 10,PDCD10
NaN,NaN,22.5291,22.3982,16.4257,29,45.6,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2
NaN,NaN,23.9653,21.8003,20.8725,12,57.6,Omega-amidase NIT2,NIT2
NaN,NaN,25.4501,23.8106,20.956,1,58.8,Histone H3.1;Histone H3.1t;Histone H3.3C,HIST1H3A;HIST3H3;H3F3C
NaN,NaN,25.0201,23.8897,21.2051,5,59.8,Ras-related protein Rap-1A,RAP1A
NaN,NaN,24.4352,22.8726,20.1376,16,37,Methyl-CpG-binding protein 2,MECP2
21.3081,20.5849,24.1388,21.9216,22.3967,2,49.1,Ras-related protein Rab-2A,RAB2A
NaN,NaN,24.1283,22.4859,21.1499,5,29,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1
15.2489,15.63,23.6238,18.1132,NaN,20,29.9,Staphylococcal nuclease domain-containing protein 1,SND1
NaN,NaN,24.4064,21.7018,NaN,9,27,Signal transducing adapter molecule 2,STAM2
NaN,NaN,23.6015,22.4489,15.6551,10,16.7,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4
NaN,NaN,23.7731,22.2682,19.7579,16,36.3,Syntaxin-binding protein 3,STXBP3
NaN,NaN,23.6528,22.7366,20.2132,11,48.9,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1
NaN,17.36,23.9795,21.4602,20.3488,9,17.6,Nicastrin,NCSTN
NaN,NaN,24.0537,16.4018,15.6031,27,22.9,Afadin,MLLT4
NaN,NaN,23.5361,23.4873,19.2531,11,46.7,U2 small nuclear ribonucleoprotein A,SNRPA1
NaN,NaN,24.1881,23.2558,19.5516,25,40.5,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART
22.2343,22.1557,25.0191,22.253,NaN,3,20.1,Tetraspanin-9,TSPAN9
NaN,NaN,24.2951,19.8789,NaN,17,26.4,Ephrin type-B receptor 4,EPHB4
23.6811,21.7497,22.9645,23.8753,21.0907,6,38.9,Proteasome subunit beta type-6,PSMB6
18.8293,18.7253,23.7723,22.8112,NaN,15,43.1,Alpha-galactosidase A,GLA
NaN,NaN,24.148,22.3433,21.8169,13,38.8,DnaJ homolog subfamily B member 1,DNAJB1
15.8954,NaN,23.4696,20.8002,NaN,17,30.9,Plasma membrane calcium-transporting ATPase 1,ATP2B1
NaN,NaN,24.3279,21.2984,20.2066,12,43.5,Vesicular integral-membrane protein VIP36,LMAN2
NaN,NaN,23.4816,23.9892,21.422,8,46.3,Replication protein A 32 kDa subunit,RPA2
NaN,NaN,NaN,NaN,NaN,16,36.1,Protein-arginine deiminase type-2,PADI2
16.9179,NaN,23.7399,22.0269,20.0147,11,64.9,S-formylglutathione hydrolase,ESD
17.7749,NaN,24.2004,21.5191,19.2743,6,36.1,Serine/threonine-protein kinase 26,STK26
18.2193,NaN,23.5391,19.3883,17.543,25,39.6,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",NAA15
22.1261,NaN,24.4416,22.4679,19.961,18,16.7,Structural maintenance of chromosomes protein 1A,SMC1A
